Tag_ID,UTC_Date,UTC_Time,Latitude,Longitude,HDOP,CNR,Sats,TimeOn(s),eRes,Maxdepth,divelen,TADindex, TimeElapsed,Day Dive Ratio,Day Max Dive Depth,
2315:237566,2022-12-25,17:17:56,-77.33599,169.25394,1.2,null,7,null,9.9,,,,,,,
2315:237566,2022-12-25,16:52:47,-77.32737,169.27214,1.2,null,6,null,16.1,,,,,,,
2315:237563,2022-12-25,15:46:18,-77.30189,169.80120,1.2,null,7,null,12.7,,,,,,,
2315:237566,2022-12-25,14:53:39,-77.23271,169.32356,1.9,null,5,null,6.6,,,,,,,
2315:237563,2022-12-25,14:45:55,-77.26165,170.03046,1.4,null,5,null,9.7,,,,,,,
2315:237565,2022-12-25,14:44:53,-77.45224,169.22679,1.3,null,5,null,1.4,,,,,,,
2315:237564,2022-12-25,14:6:51,-77.31063,170.40298,1.2,null,6,null,8.1,,,,,,,
2315:237566,2022-12-25,13:53:9,-77.18858,169.38147,1.2,null,6,null,5.4,,,,,,,
2315:237563,2022-12-25,13:19:47,-77.20038,170.30376,1.1,null,7,null,14.0,,,,,,,
2315:237564,2022-12-25,13:7:10,-77.28176,170.42530,1.6,null,6,null,5.4,,,,,,,
2315:237566,2022-12-25,12:51:30,-77.12410,169.42749,1.7,null,5,null,8.5,,,,,,,
2315:237563,2022-12-25,12:19:52,-77.17549,170.53105,0.9,null,8,null,10.9,,,,,,,
2315:237564,2022-12-25,11:37:49,-77.25907,170.43379,1.3,null,6,null,5.1,,,,,,,
2315:237566,2022-12-25,11:24:55,-77.06409,169.46630,1.6,null,5,null,6.4,,,,,,,
2315:237564,2022-12-25,10:38:33,-77.23476,170.49599,1.4,null,5,null,13.0,,,,,,,
2315:237562,2022-12-25,10:36:47,-77.44661,169.24596,2.4,null,5,null,5.4,,,,,,,
2315:237566,2022-12-25,10:23:52,-77.04052,169.46346,1.4,null,6,null,5.3,,,,,,,
2315:237563,2022-12-25,10:17:54,-77.14986,170.79639,1.0,null,8,null,73.6,,,,,,,
2315:237564,2022-12-25,9:38:8,-77.23145,170.67186,1.7,null,6,null,10.5,,,,,,,
2315:237566,2022-12-25,9:24:45,-77.00904,169.48555,1.6,null,5,null,5.3,,,,,,,
2315:237565,2022-12-25,9:13:12,-77.45276,169.22923,1.8,null,5,null,3.8,,,,,,,
2315:237563,2022-12-25,8:50:49,-77.12880,170.91847,1.0,null,7,null,11.0,,,,,,,
2315:237565,2022-12-25,8:45:52,-77.45270,169.22754,1.4,null,6,null,5.5,,,,,,,
2315:237566,2022-12-25,8:23:39,-76.98392,169.54099,1.9,null,5,null,5.1,,,,,,,
2315:237566,2022-12-25,7:55:39,-76.98128,169.55720,1.7,null,5,null,12.6,,,,,,,
2315:237563,2022-12-25,7:50:56,-77.11536,170.97919,1.7,null,5,null,4.8,,,,,,,
2315:237563,2022-12-25,6:49:50,-77.11330,171.03328,1.6,null,5,null,5.3,,,,,,,
2315:237564,2022-12-25,6:8:37,-77.23408,170.38939,1.5,null,6,null,10.2,,,,,,,
2315:237562,2022-12-25,6:7:47,-77.39141,169.45680,3.0,null,5,null,1.7,,,,,,,
2315:237566,2022-12-25,5:55:25,-76.97794,169.62634,2.4,null,5,null,13.6,,,,,,,
2315:237563,2022-12-25,5:50:0,-77.10564,171.04045,1.4,null,6,null,2.8,,,,,,,
2315:237565,2022-12-25,5:39:52,-77.45187,169.22726,2.5,null,5,null,3.4,,,,,,,
2315:237563,2022-12-25,5:21:5,-77.10027,171.05734,1.4,null,6,null,5.3,,,,,,,
2315:237566,2022-12-25,4:54:45,-76.97692,169.64551,1.2,null,6,null,13.8,,,,,,,
2315:237565,2022-12-25,4:40:0,-77.45223,169.22704,1.6,null,6,null,7.4,,,,,,,
2315:237563,2022-12-25,4:20:45,-77.07731,171.04735,1.2,null,8,null,3.5,,,,,,,
2315:237562,2022-12-25,4:4:49,-77.32226,169.66480,1.5,null,6,null,2.6,,,,,,,
2315:237561,2022-12-25,3:58:47,-77.45058,169.22140,1.1,null,7,null,70.3,,,,,,,
2315:237563,2022-12-25,3:20:45,-77.06798,171.03697,1.2,null,6,null,3.2,,,,,,,
2315:237565,2022-12-25,3:7:52,-77.45259,169.22873,1.6,null,6,null,10.9,,,,,,,
2315:237563,2022-12-25,2:20:45,-77.05822,171.03621,1.0,null,8,null,7.0,,,,,,,
2315:237565,2022-12-25,2:7:52,-77.45201,169.22368,3.8,null,5,null,17.9,,,,,,,
2315:237563,2022-12-25,1:21:42,-77.05013,171.02783,1.8,null,5,null,5.3,,,,,,,
2315:237562,2022-12-25,0:31:44,-77.19654,169.94244,1.4,null,5,null,1.8,,,,,,,
2315:237565,2022-12-25,0:8:13,-77.45211,169.22678,1.1,null,6,null,15.2,,,,,,,
2315:237779,2022-12-25,0:3:49,-77.38245,169.40910,1.4,null,5,null,3.9,,,,,,,
2315:237564,2022-12-25,0:0:49,-77.34085,169.82285,1.2,null,6,null,4.2,,,,,,,
2315:237563,2022-12-25,0:0:37,-77.03429,170.98195,2.0,null,5,null,4.8,,,,,,,
2315:237566,2022-12-25,0:0:7,-77.01821,169.86238,1.3,null,5,null,0.7,,,,,,,
2315:237779,2022-12-24,23:59:48,-77.38068,169.41774,1.7,null,5,null,1.2,,,,,,,
2315:237562,2022-12-24,22:38:46,-77.19771,169.97511,1.3,null,6,null,9.7,,,,,,,
2315:237566,2022-12-24,22:0:0,-77.08956,169.95642,1.5,null,5,null,4.7,,,,,,,
2315:237563,2022-12-24,21:54:6,-77.01424,170.89172,2.6,null,5,null,12.2,,,,,,,
2315:237779,2022-12-24,21:23:28,-77.30782,169.70325,1.5,null,6,null,9.3,,,,,,,
2315:237564,2022-12-24,21:10:50,-77.36861,169.50456,1.0,null,7,null,9.4,,,,,,,
2315:237566,2022-12-24,20:58:6,-77.13190,169.94322,1.2,null,6,null,13.3,,,,,,,
2315:237561,2022-12-24,20:57:47,-77.45194,169.22578,1.6,null,5,null,6.0,,,,,,,
2315:237562,2022-12-24,20:19:23,-77.21899,170.02255,2.9,null,5,null,4.3,,,,,,,
2315:237566,2022-12-24,19:57:30,-77.16241,169.92613,1.4,null,6,null,5.9,,,,,,,
2315:237564,2022-12-24,18:37:47,-77.40108,169.33589,1.2,null,5,null,7.6,,,,,,,
2315:237565,2022-12-24,18:13:51,-77.36955,169.44228,1.3,null,5,null,7.8,,,,,,,
2315:237562,2022-12-24,16:55:44,-77.24361,170.20305,1.2,null,6,null,12.4,,,,,,,
2315:237561,2022-12-24,16:24:48,-77.45150,169.22551,1.6,null,6,null,14.3,,,,,,,
2315:237563,2022-12-24,16:22:53,-77.07938,170.33817,1.2,null,7,null,6.1,,,,,,,
2315:237564,2022-12-24,15:36:46,-77.42916,169.23830,1.8,null,5,null,4.0,,,,,,,
2315:237561,2022-12-24,15:23:48,-77.45185,169.22588,1.3,null,5,null,0.6,,,,,,,
2315:237566,2022-12-24,15:23:3,-77.34165,169.73642,1.1,null,6,null,5.7,,,,,,,
2315:237563,2022-12-24,14:56:43,-77.12877,170.19078,0.9,null,8,null,13.2,,,,,,,
2315:237565,2022-12-24,14:42:59,-77.25005,169.85690,1.2,null,6,null,4.1,,,,,,,
2315:237566,2022-12-24,14:22:59,-77.36643,169.51295,1.0,null,8,null,3.2,,,,,,,
2315:237563,2022-12-24,13:54:43,-77.16985,170.08844,1.1,null,7,null,4.8,,,,,,,
2315:237565,2022-12-24,13:43:20,-77.22604,169.94518,1.1,null,7,null,2.2,,,,,,,
2315:237563,2022-12-24,12:54:58,-77.20014,170.01523,1.1,null,7,null,12.1,,,,,,,
2315:237565,2022-12-24,12:43:12,-77.18573,170.03856,1.2,null,6,null,8.6,,,,,,,
2315:237562,2022-12-24,12:14:47,-77.33299,169.84941,1.4,null,5,null,2.9,,,,,,,
2315:237566,2022-12-24,10:54:6,-77.39166,169.21642,1.2,null,6,null,15.7,,,,,,,
2315:237563,2022-12-24,10:27:22,-77.31800,169.71660,1.3,null,7,null,9.1,,,,,,,
2315:237566,2022-12-24,9:53:43,-77.39129,169.10138,1.1,null,7,null,12.4,,,,,,,
2315:237563,2022-12-24,9:26:45,-77.35569,169.56998,1.0,null,8,null,13.1,,,,,,,
2315:237565,2022-12-24,9:16:55,-77.14450,170.33112,1.5,null,5,null,9.5,,,,,,,
2315:237561,2022-12-24,8:44:47,-77.45219,169.22730,1.5,null,5,null,0.1,,,,,,,
2315:237564,2022-12-24,8:32:46,-77.45173,169.22330,1.4,null,5,null,1.1,,,,,,,
2315:237563,2022-12-24,8:27:38,-77.36332,169.44386,1.3,null,6,null,5.3,,,,,,,
2315:237565,2022-12-24,8:13:50,-77.15334,170.32570,1.4,null,5,null,0.3,,,,,,,
2315:237561,2022-12-24,7:45:2,-77.45185,169.22765,1.8,null,5,null,2.9,,,,,,,
2315:237563,2022-12-24,7:27:29,-77.38085,169.26717,1.6,null,5,null,3.6,,,,,,,
2315:237565,2022-12-24,7:13:50,-77.16307,170.26794,1.6,null,5,null,4.6,,,,,,,
2315:237779,2022-12-24,7:13:13,-77.07033,171.35501,1.3,null,5,null,5.8,,,,,,,
2315:237564,2022-12-24,6:31:46,-77.45267,169.22530,1.5,null,5,null,17.5,,,,,,,
2315:237566,2022-12-24,6:23:43,-77.40324,169.08356,1.1,null,7,null,5.7,,,,,,,
2315:237565,2022-12-24,6:14:49,-77.17010,170.26991,1.8,null,5,null,4.7,,,,,,,
2315:237565,2022-12-24,5:46:32,-77.17727,170.24203,1.3,null,6,null,11.2,,,,,,,
2315:237564,2022-12-24,5:31:48,-77.45193,169.22076,3.2,null,5,null,4.3,,,,,,,
2315:237566,2022-12-24,5:24:8,-77.41151,169.09206,1.0,null,7,null,15.0,,,,,,,
2315:237564,2022-12-24,4:59:46,-77.45256,169.22537,2.3,null,5,null,0.7,,,,,,,
2315:237562,2022-12-24,4:37:43,-77.44790,169.22080,1.7,null,5,null,2.4,,,,,,,
2315:237564,2022-12-24,3:59:45,-77.45230,169.22133,1.8,null,6,null,9.0,,,,,,,
2315:237566,2022-12-24,3:57:42,-77.44773,169.21938,1.2,null,5,null,3.4,,,,,,,
2315:237564,2022-12-24,2:59:45,-77.45040,169.23369,2.6,null,5,null,3.5,,,,,,,
2315:237566,2022-12-24,2:57:42,-77.45190,169.22433,2.5,null,6,null,15.6,,,,,,,
2315:237564,2022-12-24,1:59:45,-77.45232,169.22385,1.6,null,6,null,5.9,,,,,,,
2315:237564,2022-12-24,1:0:9,-77.45228,169.22356,2.5,null,5,null,9.8,,,,,,,
2315:237565,2022-12-24,0:0:52,-77.20281,169.76085,1.1,null,7,null,15.4,,,,,,,
2315:237564,2022-12-23,23:59:45,-77.45190,169.22273,1.2,null,6,null,14.2,,,,,,,
2315:237564,2022-12-23,23:29:45,-77.45302,169.22475,1.2,null,6,null,9.7,,,,,,,
2315:237565,2022-12-23,22:19:49,-77.24681,169.50304,1.4,null,6,null,4.6,,,,,,,
2315:237564,2022-12-23,21:26:45,-77.45222,169.22346,1.2,null,6,null,6.2,,,,,,,
2315:237564,2022-12-23,20:27:30,-77.45223,169.22313,1.4,null,6,null,7.8,,,,,,,
2315:237564,2022-12-23,19:55:45,-77.45185,169.22473,1.4,null,6,null,5.9,,,,,,,
2315:237565,2022-12-23,19:48:48,-77.33441,169.33075,2.8,null,5,null,0.5,,,,,,,
2315:237564,2022-12-23,18:55:45,-77.45214,169.22325,1.1,null,6,null,7.4,,,,,,,
2315:237565,2022-12-23,18:46:48,-77.34421,169.34268,1.5,null,5,null,3.9,,,,,,,
2315:237565,2022-12-23,17:45:48,-77.35577,169.32250,1.7,null,5,null,2.5,,,,,,,
2315:237564,2022-12-23,16:55:45,-77.45220,169.22272,2.5,null,5,null,0.5,,,,,,,
2315:237565,2022-12-23,16:16:48,-77.38023,169.28598,1.9,null,5,null,6.5,,,,,,,
2315:237564,2022-12-23,14:23:44,-77.45217,169.22429,1.9,null,5,null,1.9,,,,,,,
2315:237561,2022-12-23,13:28:44,-77.41267,169.28178,1.4,null,5,null,3.0,,,,,,,
2315:237564,2022-12-23,13:23:44,-77.45167,169.22284,1.5,null,5,null,5.0,,,,,,,
2315:237564,2022-12-23,12:23:44,-77.45182,169.22359,1.9,null,5,null,4.7,,,,,,,
2315:237565,2022-12-23,12:13:17,-77.44888,169.25360,1.7,null,5,null,0.3,,,,,,,
2315:237779,2022-12-23,11:56:46,-77.31066,169.56068,1.1,null,6,null,9.0,,,,,,,
2315:237565,2022-12-23,11:40:48,-77.44945,169.24223,1.5,null,5,null,8.4,,,,,,,
2315:237564,2022-12-23,11:24:4,-77.45203,169.22333,1.4,null,5,null,5.7,,,,,,,
2315:237779,2022-12-23,10:56:47,-77.32813,169.49756,1.4,null,5,null,4.6,,,,,,,
2315:237564,2022-12-23,10:51:44,-77.45209,169.22403,1.9,null,5,null,8.5,,,,,,,
2315:237565,2022-12-23,10:40:47,-77.44910,169.23787,1.4,null,5,null,14.0,,,,,,,
2315:237565,2022-12-23,9:40:48,-77.45165,169.22763,1.9,null,5,null,17.2,,,,,,,
2315:237779,2022-12-23,9:25:47,-77.35770,169.42291,3.0,null,5,null,4.3,,,,,,,
2315:237564,2022-12-23,8:51:44,-77.45207,169.22383,1.9,null,6,null,13.7,,,,,,,
2315:237565,2022-12-23,8:40:47,-77.45222,169.22717,1.7,null,6,null,8.2,,,,,,,
2315:237779,2022-12-23,8:24:44,-77.36895,169.40033,1.4,null,5,null,8.6,,,,,,,
2315:237779,2022-12-23,7:24:44,-77.38402,169.36382,1.5,null,5,null,6.1,,,,,,,
2315:237565,2022-12-23,7:8:47,-77.45299,169.22769,1.5,null,6,null,4.5,,,,,,,
2315:237779,2022-12-23,6:22:5,-77.40005,169.29993,2.2,null,5,null,2.3,,,,,,,
2315:237564,2022-12-23,6:21:44,-77.45255,169.22614,4.0,null,5,null,18.1,,,,,,,
2315:237565,2022-12-23,6:8:47,-77.45201,169.22786,1.5,null,6,null,9.1,,,,,,,
2315:237564,2022-12-23,5:19:44,-77.45260,169.22273,1.9,null,5,null,15.3,,,,,,,
2315:237565,2022-12-23,5:8:47,-77.45213,169.22694,1.8,null,5,null,3.6,,,,,,,
2315:237779,2022-12-23,4:38:45,-77.43662,169.23593,1.2,null,6,null,11.0,,,,,,,
2315:237564,2022-12-23,4:19:44,-77.45223,169.22314,2.0,null,6,null,13.2,,,,,,,
2315:237565,2022-12-23,4:8:47,-77.45256,169.22768,1.3,null,5,null,0.6,,,,,,,
2315:237779,2022-12-23,3:38:42,-77.44871,169.22359,1.3,null,5,null,5.8,,,,,,,
2315:237562,2022-12-23,3:31:45,-77.45167,169.22430,1.3,null,6,null,39.2,,,,,,,
2315:237564,2022-12-23,3:19:44,-77.45234,169.22362,1.3,null,6,null,3.1,,,,,,,
2315:237565,2022-12-23,3:9:44,-77.45184,169.22543,2.0,null,5,null,3.9,,,,,,,
2315:237779,2022-12-23,2:38:55,-77.45148,169.22580,1.3,null,6,null,7.0,,,,,,,
2315:237562,2022-12-23,2:31:45,-77.45100,169.22223,1.1,null,7,null,8.9,,,,,,,
2315:237562,2022-12-23,0:28:47,-77.42960,169.06087,1.4,null,5,null,5.2,,,,,,,
2315:237563,2022-12-23,0:3:52,-77.45158,169.22687,1.6,null,6,null,11.4,,,,,,,
2315:237565,2022-12-22,23:59:47,-77.45229,169.22612,2.1,null,5,null,1.8,,,,,,,
2315:237564,2022-12-22,23:59:44,-77.45223,169.22272,1.2,null,6,null,4.6,,,,,,,
2315:237564,2022-12-22,23:47:44,-77.45223,169.22314,1.2,null,6,null,12.7,,,,,,,
2315:237565,2022-12-22,23:37:47,-77.45219,169.22678,1.4,null,6,null,3.9,,,,,,,
2315:237563,2022-12-22,22:57:50,-77.45160,169.21718,1.7,null,5,null,17.5,,,,,,,
2315:237562,2022-12-22,22:7:8,-77.42401,168.97833,1.6,null,5,null,9.3,,,,,,,
2315:237564,2022-12-22,21:48:34,-77.45207,169.22319,1.0,null,7,null,15.7,,,,,,,
2315:237563,2022-12-22,20:26:50,-77.45207,169.22241,2.8,null,6,null,6.2,,,,,,,
2315:237563,2022-12-22,19:26:50,-77.44492,169.21260,1.7,null,5,null,15.8,,,,,,,
2315:237564,2022-12-22,19:17:44,-77.45184,169.22319,1.5,null,5,null,0.5,,,,,,,
2315:237565,2022-12-22,19:5:48,-77.45187,169.22760,1.6,null,5,null,1.2,,,,,,,
2315:237565,2022-12-22,18:6:29,-77.45233,169.22581,2.7,null,5,null,11.3,,,,,,,
2315:237565,2022-12-22,17:33:46,-77.45214,169.22589,1.4,null,6,null,4.6,,,,,,,
2315:237562,2022-12-22,17:30:44,-77.43537,169.04929,1.1,null,8,null,41.8,,,,,,,
2315:237563,2022-12-22,17:26:51,-77.40544,169.07796,1.7,null,5,null,28.1,,,,,,,
2315:237563,2022-12-22,16:56:50,-77.39833,169.05841,2.7,null,5,null,4.9,,,,,,,
2315:237564,2022-12-22,16:43:43,-77.45223,169.22408,2.1,null,5,null,8.2,,,,,,,
2315:237562,2022-12-22,16:30:44,-77.43679,169.14894,1.6,null,5,null,7.2,,,,,,,
2315:237563,2022-12-22,15:57:2,-77.38149,169.02455,1.2,null,7,null,14.4,,,,,,,
2315:237565,2022-12-22,15:33:46,-77.45219,169.22650,1.5,null,5,null,17.7,,,,,,,
2315:237562,2022-12-22,15:1:44,-77.43535,169.14839,1.0,null,7,null,9.4,,,,,,,
2315:237563,2022-12-22,14:56:50,-77.36133,168.99010,1.0,null,7,null,6.0,,,,,,,
2315:237564,2022-12-22,14:43:43,-77.45234,169.22365,1.2,null,6,null,7.2,,,,,,,
2315:237565,2022-12-22,14:33:46,-77.45209,169.22572,1.6,null,6,null,7.7,,,,,,,
2315:237564,2022-12-22,13:43:43,-77.45215,169.22298,1.3,null,6,null,9.7,,,,,,,
2315:237565,2022-12-22,13:34:43,-77.45229,169.22784,1.6,null,5,null,0.6,,,,,,,
2315:237562,2022-12-22,13:0:44,-77.43605,169.17291,2.4,null,5,null,2.6,,,,,,,
2315:237563,2022-12-22,12:55:35,-77.33490,168.93880,2.2,null,5,null,2.1,,,,,,,
2315:237563,2022-12-22,12:27:49,-77.33217,168.92838,1.0,null,7,null,4.9,,,,,,,
2315:237564,2022-12-22,12:11:43,-77.45210,169.22224,1.9,null,5,null,1.7,,,,,,,
2315:237565,2022-12-22,12:4:46,-77.45249,169.22730,1.4,null,5,null,5.6,,,,,,,
2315:237563,2022-12-22,11:27:50,-77.32961,168.92393,1.4,null,5,null,1.2,,,,,,,
2315:237564,2022-12-22,11:11:43,-77.45230,169.22217,1.4,null,5,null,16.5,,,,,,,
2315:237565,2022-12-22,11:4:46,-77.45240,169.22798,1.9,null,5,null,5.9,,,,,,,
2315:237562,2022-12-22,10:59:29,-77.44011,169.20949,1.0,null,7,null,7.6,,,,,,,
2315:237562,2022-12-22,10:28:44,-77.44805,169.21498,1.1,null,6,null,28.3,,,,,,,
2315:237563,2022-12-22,10:27:49,-77.32706,168.91008,1.7,null,6,null,11.6,,,,,,,
2315:237564,2022-12-22,9:11:43,-77.45209,169.22284,2.3,null,5,null,0.7,,,,,,,
2315:237565,2022-12-22,9:2:17,-77.44843,169.23456,1.2,null,7,null,65.2,,,,,,,
2315:237562,2022-12-22,8:26:43,-77.45162,169.22289,1.5,null,5,null,3.8,,,,,,,
2315:237563,2022-12-22,8:25:56,-77.29236,168.85616,1.6,null,5,null,3.4,,,,,,,
2315:237564,2022-12-22,8:12:23,-77.45216,169.22300,1.4,null,5,null,2.3,,,,,,,
2315:237562,2022-12-22,7:26:43,-77.45057,169.22003,1.5,null,5,null,3.1,,,,,,,
2315:237565,2022-12-22,6:30:46,-77.43354,169.22575,2.9,null,5,null,4.6,,,,,,,
2315:237562,2022-12-22,6:1:42,-77.45221,169.21848,3.1,null,6,null,2.6,,,,,,,
2315:237563,2022-12-22,5:55:49,-77.20528,168.76980,1.4,null,6,null,8.4,,,,,,,
2315:237564,2022-12-22,5:39:43,-77.45207,169.22337,1.7,null,6,null,3.8,,,,,,,
2315:237565,2022-12-22,5:29:45,-77.43442,169.22410,1.3,null,6,null,5.6,,,,,,,
2315:237563,2022-12-22,4:55:48,-77.19292,168.77306,1.3,null,7,null,20.1,,,,,,,
2315:237565,2022-12-22,4:30:39,-77.43370,169.22379,1.6,null,6,null,10.3,,,,,,,
2315:237563,2022-12-22,3:55:49,-77.18584,168.78636,1.0,null,8,null,8.4,,,,,,,
2315:237779,2022-12-22,2:29:32,-77.45243,169.22348,3.1,null,5,null,5.6,,,,,,,
2315:237779,2022-12-22,0:3:48,-77.45180,169.22522,2.5,null,5,null,3.2,,,,,,,
2315:237563,2022-12-21,22:0:38,-77.19450,168.87791,1.4,null,5,null,11.5,,,,,,,
2315:237779,2022-12-21,21:57:26,-77.42449,169.23238,1.7,null,5,null,1.9,,,,,,,
2315:237565,2022-12-21,20:37:54,-77.43331,169.23384,1.4,null,5,null,9.8,,,,,,,
2315:237779,2022-12-21,20:26:47,-77.39648,169.26106,1.6,null,5,null,4.1,,,,,,,
2315:237564,2022-12-21,20:19:35,-77.46121,169.18593,1.5,null,5,null,0.9,,,,,,,
2315:237564,2022-12-21,18:52:47,-77.46129,169.18658,1.5,null,6,null,6.6,,,,,,,
2315:237561,2022-12-21,18:50:51,-77.38673,169.32030,1.5,null,5,null,46.9,,,,,,,
2315:237564,2022-12-21,17:49:47,-77.46104,169.18660,1.6,null,5,null,8.4,,,,,,,
2315:237779,2022-12-21,17:26:40,-77.34261,169.42975,1.2,null,7,null,6.3,,,,,,,
2315:237563,2022-12-21,17:25:17,-77.22096,168.90204,1.7,null,5,null,1.6,,,,,,,
2315:237779,2022-12-21,17:4:50,-77.33501,169.45580,1.1,null,7,null,59.1,,,,,,,
2315:237561,2022-12-21,16:49:59,-77.36163,169.37941,1.5,null,6,null,28.7,,,,,,,
2315:237779,2022-12-21,16:3:49,-77.31169,169.53368,1.2,null,6,null,8.0,,,,,,,
2315:237564,2022-12-21,15:47:45,-77.46143,169.18687,1.3,null,6,null,3.3,,,,,,,
2315:237564,2022-12-21,15:18:45,-77.46085,169.18620,1.6,null,5,null,16.8,,,,,,,
2315:237779,2022-12-21,15:1:49,-77.29182,169.60834,1.3,null,6,null,15.9,,,,,,,
2315:237565,2022-12-21,15:0:24,-77.44793,169.21976,1.0,null,7,null,14.4,,,,,,,
2315:237563,2022-12-21,14:24:59,-77.23500,168.94730,1.6,null,6,null,12.8,,,,,,,
2315:237561,2022-12-21,14:19:51,-77.32999,169.47630,1.3,null,6,null,29.6,,,,,,,
2315:237561,2022-12-21,13:16:52,-77.31791,169.54384,1.5,null,5,null,7.3,,,,,,,
2315:237563,2022-12-21,12:54:46,-77.27125,169.02287,1.1,null,7,null,22.3,,,,,,,
2315:237564,2022-12-21,12:18:44,-77.46081,169.18694,1.3,null,5,null,7.3,,,,,,,
2315:237561,2022-12-21,11:51:50,-77.31148,169.58237,1.3,null,6,null,8.6,,,,,,,
2315:237563,2022-12-21,10:53:46,-77.29943,169.06834,1.5,null,5,null,46.5,,,,,,,
2315:237561,2022-12-21,9:46:51,-77.30280,169.64655,2.7,null,5,null,1.5,,,,,,,
2315:237565,2022-12-21,8:56:45,-77.44804,169.22015,0.9,null,8,null,21.4,,,,,,,
2315:237563,2022-12-21,8:22:45,-77.36027,169.11272,1.7,null,5,null,4.6,,,,,,,
2315:237565,2022-12-21,7:56:44,-77.44775,169.22066,1.1,null,8,null,15.0,,,,,,,
2315:237561,2022-12-21,7:16:50,-77.25151,169.74106,1.4,null,6,null,11.2,,,,,,,
2315:237565,2022-12-21,5:55:47,-77.45256,169.22694,2.2,null,5,null,5.9,,,,,,,
2315:237563,2022-12-21,5:22:56,-77.43461,169.17883,1.5,null,5,null,5.3,,,,,,,
2315:237565,2022-12-21,5:13:44,-77.45219,169.22661,1.7,null,5,null,0.9,,,,,,,
2315:237563,2022-12-21,4:48:45,-77.43913,169.20598,1.2,null,7,null,9.7,,,,,,,
2315:237561,2022-12-21,4:16:50,-77.17854,169.92957,2.9,null,5,null,0.6,,,,,,,
2315:237565,2022-12-21,4:12:44,-77.45241,169.22644,1.2,null,7,null,6.1,,,,,,,
2315:237562,2022-12-21,3:56:44,-77.45178,169.22570,2.0,null,5,null,9.5,,,,,,,
2315:237563,2022-12-21,3:48:45,-77.45304,169.22696,1.0,null,8,null,65.8,,,,,,,
2315:237562,2022-12-20,23:59:44,-77.42780,169.24814,1.2,null,6,null,9.7,,,,,,,
2315:237562,2022-12-20,20:4:44,-77.38065,169.35019,1.2,null,6,null,6.9,,,,,,,
2315:237562,2022-12-20,19:4:44,-77.38084,169.35062,1.0,null,6,null,3.3,,,,,,,
2315:237779,2022-12-20,18:37:44,-77.20723,169.94990,0.9,null,8,null,6.4,,,,,,,
2315:237562,2022-12-20,18:3:45,-77.38082,169.35010,1.6,null,5,null,6.6,,,,,,,
2315:237779,2022-12-20,17:37:45,-77.21095,169.94153,1.2,null,7,null,10.7,,,,,,,
2315:237561,2022-12-20,16:49:47,-77.07274,170.36398,1.2,null,6,null,5.6,,,,,,,
2315:237561,2022-12-20,14:47:58,-77.10345,170.37424,1.5,null,6,null,5.8,,,,,,,
2315:237779,2022-12-20,13:5:45,-77.30447,169.68384,1.4,null,5,null,0.7,,,,,,,
2315:237779,2022-12-20,12:5:43,-77.31441,169.63225,1.4,null,5,null,6.6,,,,,,,
2315:237562,2022-12-20,10:59:43,-77.38097,169.34875,1.4,null,6,null,1.3,,,,,,,
2315:237562,2022-12-20,9:57:42,-77.39425,169.31346,1.0,null,8,null,6.3,,,,,,,
2315:237779,2022-12-20,9:30:44,-77.35832,169.45862,1.1,null,7,null,6.5,,,,,,,
2315:237561,2022-12-20,9:15:23,-77.13798,170.15470,1.3,null,6,null,3.8,,,,,,,
2315:237562,2022-12-20,8:57:42,-77.41979,169.24142,1.4,null,5,null,1.6,,,,,,,
2315:237779,2022-12-20,8:30:45,-77.37569,169.40286,1.3,null,6,null,6.6,,,,,,,
2315:237779,2022-12-20,7:30:43,-77.39545,169.33597,3.8,null,5,null,5.9,,,,,,,
2315:237561,2022-12-20,6:51:39,-77.15813,170.16722,1.5,null,5,null,3.5,,,,,,,
2315:237561,2022-12-20,5:49:58,-77.17926,170.10112,1.5,null,5,null,2.9,,,,,,,
2315:237779,2022-12-20,5:31:39,-77.43425,169.20969,1.8,null,5,null,8.2,,,,,,,
2315:237562,2022-12-20,4:42:42,-77.44984,169.22519,1.2,null,6,null,7.4,,,,,,,
2315:237779,2022-12-20,4:26:46,-77.44790,169.22343,1.4,null,6,null,8.0,,,,,,,
2315:237562,2022-12-20,3:42:42,-77.45191,169.22478,1.4,null,7,null,10.5,,,,,,,
2315:237561,2022-12-20,2:30:41,-77.25921,169.79106,1.5,null,5,null,10.5,,,,,,,
2315:237561,2022-12-20,0:25:2,-77.26257,169.73665,1.7,null,5,null,8.5,,,,,,,
2315:237563,2022-12-20,0:3:48,-77.45376,169.22336,1.1,null,7,null,7.8,,,,,,,
2315:237565,2022-12-20,0:3:47,-77.45351,169.22221,2.7,null,5,null,4.1,,,,,,,
2315:237565,2022-12-19,23:59:46,-77.45339,169.22401,1.3,null,5,null,17.0,,,,,,,
2315:237565,2022-12-19,22:50:46,-77.45360,169.22145,1.1,null,7,null,12.1,,,,,,,
2315:237561,2022-12-19,22:47:45,-77.28354,169.74318,1.6,null,5,null,29.1,,,,,,,
2315:237563,2022-12-19,21:53:47,-77.45337,169.22427,1.1,null,7,null,11.2,,,,,,,
2315:237561,2022-12-19,21:44:45,-77.28874,169.71622,1.5,null,6,null,14.6,,,,,,,
2315:237563,2022-12-19,20:53:47,-77.45373,169.22269,1.9,null,5,null,4.5,,,,,,,
